node_use, park_name, items_name, easting, node_id, description, item_id, ogc_fid, pr_no, longitude, latitude, northing, nodes_name, item_type
"SPORTING NODE","VICTORIA PARK",null,"502,029.75","15,417","professional hoop","109,340",7734,"D0083",153.0205419,-27.45795072,"6,962,840.68","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORT FACILITY COMPONENT"
"SPORTING NODE","VICTORIA PARK",null,"502,063.11","15,417","professional hoop","109,338",7735,"D0083",153.0208796,-27.45808699,"6,962,825.58","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORT FACILITY COMPONENT"
"SPORTING NODE","VICTORIA PARK",null,"502,097.85","15,417","professional hoop","109,334",7736,"D0083",153.0212311,-27.45803042,"6,962,831.84","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORT FACILITY COMPONENT"
"SPORTING NODE","VICTORIA PARK",null,"502,067.40","15,417","professional hoop","109,335",7737,"D0083",153.020923,-27.45805756,"6,962,828.84","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORT FACILITY COMPONENT"
"SPORTING NODE","VICTORIA PARK",null,"502,065.51","15,417","professional hoop","109,336",7738,"D0083",153.0209038,-27.45790119,"6,962,846.16","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORT FACILITY COMPONENT"
"SPORTING NODE","VICTORIA PARK",null,"502,061.14","15,417","professional hoop","109,337",7739,"D0083",153.0208596,-27.45791592,"6,962,844.53","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORT FACILITY COMPONENT"
"SPORTING NODE","VICTORIA PARK","CENTENARY POOL","502,541.41","15,418","swimming club","61,812",7740,"D0083",153.0257195,-27.45508437,"6,963,158.08","CENTENARY POOL (SPRING HILL)","SPORTING CLUBHOUSE"
"SPORTING NODE","VICTORIA PARK",null,"502,046.43","15,417",null,"109,341",7741,"D0083",153.0207107,-27.4580138,"6,962,833.69","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORTING COURT"
"SPORTING NODE","VICTORIA PARK",null,"502,081.38","15,417",null,"109,342",7742,"D0083",153.0210644,-27.45796689,"6,962,838.88","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORTING COURT"
"SPORTING NODE","VICTORIA PARK",null,"502,422.88","15,419","Tennis","1,361",7743,"D0083",153.02452,-27.45559548,"6,963,101.49","ST JOSEPHS COLLEGE TENNIS COURTS","SPORTING COURT"
"SPORTING NODE","VICTORIA PARK",null,"502,064.00","15,417","Tennis & Basketball Courts","1,345",7744,"D0083",153.0208885,-27.45795681,"6,962,840.00","BRISBANE GIRLS GRAMMAR SPORT PRECINCT","SPORTING COURT"
"SPORTING NODE","VICTORIA PARK",null,"502,346.93","15,424","Hockey & soccer field - grass","1,337",7745,"D0083",153.0237508,-27.4527657,"6,963,414.95","GILCHRIST AVE CRICKET & SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","VICTORIA PARK",null,"502,418.79","15,424","Hockey & soccer field - grass","1,353",7746,"D0083",153.0244778,-27.4519591,"6,963,504.28","GILCHRIST AVE CRICKET & SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","VICTORIA PARK",null,"502,577.00","15,418","Lap Pool","1,359",7766,"D0083",153.0260796,-27.4549135,"6,963,177.00","CENTENARY POOL (SPRING HILL)","SWIMMING POOL"
"SPORTING NODE","VICTORIA PARK",null,"502,555.00","15,418","Diving pool","1,360",7767,"D0083",153.0258569,-27.45475103,"6,963,195.00","CENTENARY POOL (SPRING HILL)","SWIMMING POOL"
"RECREATION ACCESS","NEWSTEAD PARK",null,"504,430.85","24,443","Newstead Pk bikeway","67,319",7853,"D0084",153.0448358,-27.44256986,"6,964,543.73","NEWSTEAD PK BIKEWAY NETWORK","BIKEWAY"
"BALANCE OF PARK","NEWSTEAD PARK",null,"504,523.27","15,652","Logan Landscapes P/L - Coloured Concrete","45,966",7854,"D0084",153.0457713,-27.4431915,"6,964,474.84","BALANCE OF PARK","BIKEWAY"
"SERVICE NODE","NEWSTEAD PARK",null,"504,691.22","24,423","Brisbane River Ferry Pontoon","1,419",7855,"D0084",153.0474705,-27.44256384,"6,964,544.30","JOHN OXLEY LANDING","BOATING PONTOON"
"PLAYGROUND NODE","PERRY PARK",null,"504,088.53","15,641","HALF COURT BASKETBALL COURT","35,753",8123,"D0085",153.0413724,-27.4439041,"6,964,396.06","EDMONSTONE ST PLAYGROUND & HALF COURT","BASKETBALL/NETBALL FACILITY"
"SPORTING NODE","PERRY PARK",null,"503,869.11","15,646","SPECTATOR GRANDSTAND","1,560",8143,"D0085",153.0391518,-27.44331278,"6,964,461.63","BRISBANE STRIKERS SOCCER FIELDS","GRANDSTAND"
"CLUB ACTIVITY NODE","PERRY PARK","YMCA CLUB","503,850.07","15,648","Brisbane Strikers Football Club Venue","61,814",8171,"D0085",153.0389592,-27.44346152,"6,964,445.16","BRISBANE STRIKERS FUNCTION ROOMS","SPORTING CLUBHOUSE"
"SPORTING NODE","PERRY PARK",null,"503,917.25","15,646","SOCCER FIELD","1,572",8172,"D0085",153.039639,-27.44340481,"6,964,451.42","BRISBANE STRIKERS SOCCER FIELDS","SPORTING FIELD"
"SPORTING NODE","BOOROODABIN RECREATION RESERVE",null,"504,212.21","15,638","Lawn Bowls","1,577",8185,"D0086",153.0426243,-27.44482205,"6,964,294.34","BOOROODABIN BOWLS CLUB","LAWN BOWLS/CROQUET GREEN"
"BALANCE OF PARK","JAMES WARNER PARK",null,"503,400.88","14,600","Shared pathway","82,640",8331,"D0088",153.034421,-27.46657622,"6,961,884.96","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","WILSON OUTLOOK RESERVE",null,"503,893.00","12,559","bike only","1,730",8343,"D0089",153.0394009,-27.46399253,"6,962,171.00","BALANCE OF PARK","BIKEWAY"
"RECREATION NODE","WILSON OUTLOOK RESERVE","CARDIO FITNESS PLAYSCAPE CREATIONS","503,885.81","30,643","Cardio Fitness Playscape Creations","179,514",8355,"D0089",153.039328,-27.46359875,"6,962,214.62","WILSON OUTLOOK RES FITNESS STN","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","WILSON OUTLOOK RESERVE","AB CRUNCH LEG LIFT PLAYSCAPE CREATIONS","503,885.99","30,643","Ab Crunch Leg Lift Playscape Creations","179,516",8356,"D0089",153.0393299,-27.46364281,"6,962,209.74","WILSON OUTLOOK RES FITNESS STN","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","WILSON OUTLOOK RESERVE","PULLUP FITNESS EQUIP. PLAYSCAPE CREATIONS","503,885.81","30,643","Pullup Fitness Equip. Playscape Creations","179,515",8357,"D0089",153.039328,-27.46362132,"6,962,212.12","WILSON OUTLOOK RES FITNESS STN","FITNESS EXERCISE EQUIPMENT"
"BALANCE OF PARK","C.T.WHITE PARK",null,"503,387.76","14,591","City Cycle station","108,125",8392,"D0090",153.0342896,-27.47100764,"6,961,394.11","BALANCE OF PARK","BIKE RACK"
"BALANCE OF PARK","C.T.WHITE PARK",null,"503,382.44","14,591","ramp rack","122,225",8393,"D0090",153.0342358,-27.47128626,"6,961,363.25","BALANCE OF PARK","BIKE RACK"
"RECREATION ACCESS","C.T.WHITE PARK",null,"503,376.95","33,945","Shared pathway","128,562",8394,"D0090",153.0341791,-27.46765278,"6,961,765.72","C T WHITE PK SHARED PATHWAY","BIKEWAY"
"RECREATION ACCESS","C.T.WHITE PARK",null,"503,381.25","33,945","Shared pathway","128,563",8395,"D0090",153.0342234,-27.47019821,"6,961,483.77","C T WHITE PK SHARED PATHWAY","BIKEWAY"
"RECREATION ACCESS","C.T.WHITE PARK",null,"503,402.15","33,945","Split path - Bikes only section","128,581",8396,"D0090",153.0344352,-27.47080005,"6,961,417.10","C T WHITE PK SHARED PATHWAY","BIKEWAY"
"RECREATION ACCESS","C.T.WHITE PARK",null,"503,381.60","24,285","paved","128,680",8397,"D0090",153.0342275,-27.47183534,"6,961,302.43","THE CLIFFS BOARDWALK (NAVAL STORES TO THORNTON ST)","BIKEWAY"
"RECREATION ACCESS","C.T.WHITE PARK","WRIGHTS JETTY","503,369.00","24,285","WRIGHTS JETTY - private moorings","2,671",8406,"D0090",153.0341001,-27.47231774,"6,961,249.00","THE CLIFFS BOARDWALK (NAVAL STORES TO THORNTON ST)","BOATING PONTOON"
"PLAYGROUND NODE","C.T.WHITE PARK",null,"503,396.60","14,590","Aeroglide","122,193",8511,"D0090",153.034379,-27.47071864,"6,961,426.12","HAMILTON ST PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","NEW FARM PARK",null,"504,947.00","12,527","Half Basketball Court","8,017",8929,"D0095",153.0500701,-27.46765447,"6,961,765.00","DIXON ST PLAYGROUND & HALF COURT","BASKETBALL/NETBALL FACILITY"
"RECREATION ACCESS","NEW FARM PARK",null,"504,993.00","23,123","Bikerack @ ferry terminal","7,833",9047,"D0095",153.0505359,-27.46806959,"6,961,719.00","NEW FARM PK (BRISBANE RIVER) SHARED PATHWAY","BIKE RACK"
"RECREATION ACCESS","NEW FARM PARK",null,"505,148.14","23,123","CYCLEPOD","144,985",9048,"D0095",153.0521077,-27.47154641,"6,961,333.82","NEW FARM PK (BRISBANE RIVER) SHARED PATHWAY","BIKE RACK"
"RECREATION ACCESS","NEW FARM PARK",null,"505,142.41","23,123","CITYCYCLE STATION","144,991",9049,"D0095",153.0520497,-27.47148929,"6,961,340.15","NEW FARM PK (BRISBANE RIVER) SHARED PATHWAY","BIKE RACK"
"SERVICE NODE","NEW FARM PARK",null,"504,892.31","12,530","BIKE RACK","144,806",9050,"D0095",153.0495164,-27.46720101,"6,961,815.25","NEW FARM LIBRARY","BIKE RACK"
"SERVICE NODE","NEW FARM PARK",null,"504,891.53","12,530","BIKE RACK","144,805",9051,"D0095",153.0495085,-27.46720797,"6,961,814.48","NEW FARM LIBRARY","BIKE RACK"
"VEHICLE ACCESS","NEW FARM PARK",null,"504,993.94","23,125","BIKE RACK","144,815",9052,"D0095",153.0505454,-27.46805144,"6,961,721.01","NEW FARM PK RING RD & CAR PARKING","BIKE RACK"
"RECREATION ACCESS","NEW FARM PARK",null,"505,343.77","23,123","SHARED PATHWAY","145,290",9053,"D0095",153.0540869,-27.46962721,"6,961,546.32","NEW FARM PK (BRISBANE RIVER) SHARED PATHWAY","BIKEWAY"
"RECREATION ACCESS","NEW FARM PARK",null,"505,273.98","23,123","SHARED PATHWAY","144,981",9054,"D0095",153.0533809,-27.4704688,"6,961,453.13","NEW FARM PK (BRISBANE RIVER) SHARED PATHWAY","BIKEWAY"
"SPORTING NODE","NEW FARM PARK",null,"505,067.00","12,531","Croquet Green","8,050",9587,"D0095",153.0512848,-27.46800612,"6,961,726.00","MERTHYR CROQUET CLUB","LAWN BOWLS/CROQUET GREEN"
"SPORTING NODE","NEW FARM PARK",null,"505,063.97","12,531","PLAYER SHELTER","145,568",10185,"D0095",153.0512542,-27.46818272,"6,961,706.44","MERTHYR CROQUET CLUB","SPORT FACILITY COMPONENT"
"SPORTING NODE","NEW FARM PARK",null,"505,078.16","12,531","PLAYER SHELTER","145,571",10186,"D0095",153.0513977,-27.467874,"6,961,740.63","MERTHYR CROQUET CLUB","SPORT FACILITY COMPONENT"
"SPORTING NODE","NEW FARM PARK",null,"504,852.46","12,533","SOCCER GOAL","144,670",10187,"D0095",153.0491136,-27.4685772,"6,961,662.83","SYDNEY ST SOCCER FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","NEW FARM PARK",null,"504,920.62","12,533","Soccer Goals","54,275",10188,"D0095",153.0498032,-27.46798644,"6,961,728.24","SYDNEY ST SOCCER FIELDS","SPORT FACILITY COMPONENT"
"SPORTING NODE","NEW FARM PARK",null,"505,048.21","12,531","PLAYER SHELTER","145,570",10189,"D0095",153.0510945,-27.46781435,"6,961,747.25","MERTHYR CROQUET CLUB","SPORT FACILITY COMPONENT"
"SPORTING NODE","NEW FARM PARK",null,"505,041.76","12,531","PLAYER SHELTER","145,569",10190,"D0095",153.0510294,-27.46813143,"6,961,712.13","MERTHYR CROQUET CLUB","SPORT FACILITY COMPONENT"
"SPORTING NODE","NEW FARM PARK","MERTHYR CROQUET CLUB","505,063.86","12,531","Merthyr Croquet Clubhouse","61,860",10191,"D0095",153.0512529,-27.46779903,"6,961,748.94","MERTHYR CROQUET CLUB","SPORTING CLUBHOUSE"
"RECREATION ACCESS","GADDES PARK",null,"504,232.22","32,183",null,"182,061",90538,"D1509",153.0428776,-27.57598831,"6,949,765.40","RECREATION ACCESS","BIKEWAY"
"SPORTING NODE","NEW FARM PARK",null,"505,101.90","22,845","Rebound Ace tennis court","33,057",10192,"D0095",153.0516381,-27.46809817,"6,961,715.79","GEOFF MASTERS TENNIS COURTS","SPORTING COURT"
"SPORTING NODE","NEW FARM PARK",null,"505,122.16","22,845","Rebound Ace tennis court","145,906",10193,"D0095",153.0518432,-27.46814504,"6,961,710.59","GEOFF MASTERS TENNIS COURTS","SPORTING COURT"
"SPORTING NODE","NEW FARM PARK",null,"504,872.00","12,533","Soccer Field No1","8,051",10194,"D0095",153.0493112,-27.4681874,"6,961,706.00","SYDNEY ST SOCCER FIELDS","SPORTING FIELD"
"PLAYGROUND NODE","NEW FARM PARK",null,"505,184.50","12,524",null,"145,822",10235,"D0095",153.0524742,-27.46834793,"6,961,688.09","FIG TREE METROPOLITAN PLAYGROUND","UPPER BODY EQUIPMENT"
"RECREATION ACCESS","NEW FARM PARK",null,"504,963.00","31,463","Urban Rainforest access track","37,897",10296,"D0095",153.0502319,-27.46727524,"6,961,807.00","LIBRARY TO BINKENBA CT SHARED PATHWAY NETWORK","WALKING TRACK"
"RECREATION ACCESS","NEW FARM PARK",null,"505,241.33","31,463","WALKING TRACK NEAR DEPOT","145,707",10297,"D0095",153.0530496,-27.46860212,"6,961,659.91","LIBRARY TO BINKENBA CT SHARED PATHWAY NETWORK","WALKING TRACK"
"SERVICE NODE","CITY BOTANIC GARDENS",null,"502,998.00","12,514","Bikerack","8,104",10493,"D0096",153.0303463,-27.47723886,"6,960,704.00","CITY GARDENS CAFE","BIKE RACK"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"502,852.00","23,805","City cycle station","119,584",10494,"D0096",153.0288689,-27.47900866,"6,960,508.00","THE DOMAIN & GOODWILL BRIDGE PATHWAY NETWORK","BIKE RACK"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"502,800.22","23,805","BIKE RACK - 'N' SHAPED","130,640",10495,"D0096",153.0283447,-27.47884039,"6,960,526.65","THE DOMAIN & GOODWILL BRIDGE PATHWAY NETWORK","BIKE RACK"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"502,802.06","23,805","BIKE RACK - 'N' SHAPED","130,637",10496,"D0096",153.0283634,-27.47882486,"6,960,528.37","THE DOMAIN & GOODWILL BRIDGE PATHWAY NETWORK","BIKE RACK"
"BALANCE OF PARK","CITY BOTANIC GARDENS",null,"502,971.82","12,516","Bikerack (Stainless Steel)","37,223",10497,"D0096",153.0300805,-27.47424145,"6,961,036.02","BALANCE OF PARK","BIKE RACK"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"503,099.99","23,803","Bidwill Ave Shared Pathway","130,746",10498,"D0096",153.0313788,-27.47767215,"6,960,655.98","RIVER WALK & BIKEWAY (BIDWILL AVE)","BIKEWAY"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"502,824.68","23,805",null,"181,304",10499,"D0096",153.0285924,-27.47907173,"6,960,501.02","THE DOMAIN & GOODWILL BRIDGE PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"502,828.93","23,805",null,"181,303",10500,"D0096",153.0286353,-27.47880449,"6,960,530.62","THE DOMAIN & GOODWILL BRIDGE PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"502,898.12","23,803","SHARED PATHWAY","132,802",10501,"D0096",153.0293359,-27.47937546,"6,960,467.36","RIVER WALK & BIKEWAY (BIDWILL AVE)","BIKEWAY"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"503,089.40","23,803","SHARED PATHWAY","133,099",10502,"D0096",153.031271,-27.47571464,"6,960,872.81","RIVER WALK & BIKEWAY (BIDWILL AVE)","BIKEWAY"
"RECREATION ACCESS","CITY BOTANIC GARDENS",null,"502,973.24","23,803","SHARED PATHWAY","133,009",10503,"D0096",153.0300962,-27.47926588,"6,960,479.48","RIVER WALK & BIKEWAY (BIDWILL AVE)","BIKEWAY"
"RECREATION NODE","RAYMOND PARK",null,"504,017.00","14,587","Half Basketball","8,457",11887,"D0097",153.0406621,-27.4807752,"6,960,312.00","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","BASKETBALL/NETBALL FACILITY"
"BALANCE OF PARK","RAYMOND PARK",null,"503,782.87","14,580","paved pedestrian","126,929",11902,"D0097",153.038292,-27.48057978,"6,960,333.72","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","RAYMOND PARK",null,"503,933.76","32,813","Shared pathway","126,930",11903,"D0097",153.0398193,-27.48026112,"6,960,368.97","RAYMOND PK PATHWAY NETWORK","BIKEWAY"
"SPORTING NODE","RAYMOND PARK",null,"503,730.00","14,586","Cricket Pitch - Jr Concrete","54,151",11909,"D0097",153.037757,-27.48085727,"6,960,303.00","RAYMOND PK CRICKET FACILITY","CRICKET PITCH"
"RECREATION NODE","RAYMOND PARK",null,"503,998.97","14,587","parallet bars","118,533",11925,"D0097",153.0404796,-27.480798,"6,960,309.48","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","RAYMOND PARK",null,"503,999.66","14,587","balance beam combo","118,534",11926,"D0097",153.0404866,-27.48077055,"6,960,312.52","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","RAYMOND PARK",null,"504,000.35","14,587","chin up combo","118,535",11927,"D0097",153.0404935,-27.48074302,"6,960,315.57","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","RAYMOND PARK",null,"504,000.00","14,587","Step ups","145,178",11928,"D0097",153.04049,-27.48067594,"6,960,323.00","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","RAYMOND PARK",null,"504,000.00","14,587","Bench press","145,177",11929,"D0097",153.04049,-27.48070302,"6,960,320.00","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","RAYMOND PARK",null,"504,017.64","14,587","one hoop","118,536",11986,"D0097",153.0406686,-27.48072762,"6,960,317.27","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","RECREATION FACILITY COMPONENT"
"RECREATION NODE","RAYMOND PARK",null,"504,035.00","14,587","Small shallow concrete bowl","8,467",11999,"D0097",153.0408443,-27.48081125,"6,960,308.00","WELLINGTON RD SKATE FACILITY, FITNESS STN & HALF COURT","SKATE FACILITY"
"SPORTING NODE","RAYMOND PARK","PINEAPPLE ROVERS & SOCCER","503,910.00","14,585",null,"62,023",12000,"D0097",153.0395791,-27.48101926,"6,960,285.00","KANGAROO POINT ROVERS SOCCER FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","RAYMOND PARK",null,"503,917.00","14,585","Soccer","8,458",12001,"D0097",153.0396498,-27.48062201,"6,960,329.00","KANGAROO POINT ROVERS SOCCER FACILITY","SPORTING FIELD"
"BALANCE OF PARK","WEMBLEY PARK",null,"505,951.69","14,555","Wembley Pk Bikeway","33,321",12299,"D0109",153.0602503,-27.48871515,"6,959,431.73","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","WEMBLEY PARK",null,"506,192.18","14,555","pedestrian","102,284",12300,"D0109",153.0626847,-27.48839286,"6,959,467.31","BALANCE OF PARK","BIKEWAY"
"DOG OFF LEASH NODE","WEMBLEY PARK",null,"506,284.12","14,550","2 HURDLES","179,698",12325,"D0109",153.063616,-27.48951362,"6,959,343.12","JACKSON ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","WEMBLEY PARK",null,"506,279.95","14,550","WEAVE POLES","179,699",12326,"D0109",153.0635738,-27.489527,"6,959,341.64","JACKSON ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","WEMBLEY PARK",null,"506,276.83","14,550","JUMP THROUGH","179,702",12327,"D0109",153.0635423,-27.48953243,"6,959,341.04","JACKSON ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","WEMBLEY PARK",null,"506,273.55","14,550","TUNNEL SQUARE","179,703",12328,"D0109",153.0635091,-27.48953777,"6,959,340.45","JACKSON ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","WEMBLEY PARK",null,"506,270.43","14,550","BALANCE BEAM","179,704",12329,"D0109",153.0634775,-27.48954726,"6,959,339.40","JACKSON ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"PLAYGROUND NODE","WEMBLEY PARK",null,"505,792.19","14,553","Activeplay FIT-212","182,068",12349,"D0109",153.0586359,-27.48913491,"6,959,385.31","JELLICOE ST PLAYGROUD","FITNESS EXERCISE EQUIPMENT"
"PLAYGROUND NODE","WEMBLEY PARK",null,"505,782.80","14,553","Activeplay FIT-220","182,069",12350,"D0109",153.0585407,-27.48896595,"6,959,404.03","JELLICOE ST PLAYGROUD","FITNESS EXERCISE EQUIPMENT"
"PLAYGROUND NODE","WEMBLEY PARK",null,"505,781.71","14,553","Activeplay FIT-211","182,070",12351,"D0109",153.0585297,-27.48901398,"6,959,398.71","JELLICOE ST PLAYGROUD","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","WEMBLEY PARK",null,"505,664.45","14,559",null,"96,528",12422,"D0109",153.0573423,-27.48831436,"6,959,476.26","TEMPLE ST CRICKET PRACTICE NETS","PRACTICE CRICKET NET"
"SPORTING NODE","WEMBLEY PARK",null,"506,144.04","14,554","Metropolitan Districts Netball association","102,387",12453,"D0109",153.0621978,-27.48917986,"6,959,380.16","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","WEMBLEY PARK",null,"506,038.13","14,554","netball court","102,258",12454,"D0109",153.0611256,-27.48904275,"6,959,395.40","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,021.60","14,554","netball court","102,257",12455,"D0109",153.0609583,-27.48913319,"6,959,385.39","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,061.75","14,554","netball court","102,256",12456,"D0109",153.0613647,-27.48902071,"6,959,397.83","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,056.94","14,554","netball court","102,255",12457,"D0109",153.0613162,-27.48941254,"6,959,354.43","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,038.58","14,554","netball court","102,254",12458,"D0109",153.0611304,-27.48951148,"6,959,343.48","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,020.88","14,554","netball court","102,253",12459,"D0109",153.0609512,-27.48960626,"6,959,332.99","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,002.50","14,554","netball court","102,252",12460,"D0109",153.0607652,-27.48970592,"6,959,321.96","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"505,984.53","14,554","netball court","102,251",12461,"D0109",153.0605834,-27.48980675,"6,959,310.80","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,002.50","14,554","netball court","102,250",12462,"D0109",153.060765,-27.48922347,"6,959,375.40","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","WEMBLEY PARK",null,"506,162.71","14,554","netball court","102,267",12463,"D0109",153.0623866,-27.48882552,"6,959,419.40","WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY","SPORTING COURT"
